Date,AAPL,AMZN,BAC,CVX,DIS,GOOGL,GS,HD,JPM,KO,LOW,MA,META,MSFT,NFLX,NVDA,PEP,V,WFC,XOM
2022-02-08,171.13807678222656,161.4134979248047,44.35404968261719,113.93321990966797,139.20188903808594,138.25631713867188,331.207763671875,324.5094299316406,139.89772033691406,54.64747619628906,213.13526916503906,365.0068054199219,218.46559143066406,293.380615234375,40.35300064086914,25.0580997467041,150.40106201171875,220.2611083984375,52.74951171875,68.70359802246094
2022-02-09,172.5574188232422,161.1894989013672,44.264225006103516,115.06049346923828,143.84259033203125,140.43133544921875,335.1722412109375,327.1400451660156,140.48085021972656,53.80132293701172,214.88258361816406,371.83184814453125,230.19357299804688,299.7864074707031,41.28900146484375,26.651926040649414,150.33111572265625,223.09239196777344,53.027854919433594,68.37471008300781
2022-02-10,168.48526000976562,159.0034942626953,44.057640075683594,113.59918212890625,148.65916442871094,137.4836883544922,331.62841796875,318.8082275390625,139.89772033691406,54.10100173950195,209.12562561035156,365.0263366699219,226.29417419433594,291.2805480957031,40.62699890136719,25.772674560546875,147.2097930908203,218.34490966796875,53.01887130737305,67.7169189453125
2022-02-11,165.07876586914062,153.2935028076172,43.04265213012695,115.91226196289062,146.03106689453125,133.18174743652344,324.9075927734375,314.49871826171875,138.07666015625,53.1402587890625,207.75540161132812,360.5218811035156,217.84051513671875,284.2099609375,39.13100051879883,23.901403427124023,147.39340209960938,217.47378540039062,52.354461669921875,69.42196655273438
2022-02-14,165.31373596191406,155.16700744628906,42.59354019165039,114.1252670288086,147.37930297851562,134.4150390625,322.3838806152344,315.63897705078125,136.7938995361328,53.484012603759766,207.79217529296875,364.8021240234375,216.00489807128906,284.1714782714844,39.65700149536133,24.218772888183594,145.74964904785156,218.10296630859375,51.941436767578125,68.35741424560547
2022-02-15,169.14112854003906,156.510498046875,42.92588806152344,113.28987121582031,151.1602783203125,135.4886932373047,325.69512939453125,317.16522216796875,138.79434204101562,53.686737060546875,209.7694091796875,371.9975280761719,219.2792205810547,289.440673828125,40.74599838256836,26.442346572875977,145.1026611328125,220.5033416748047,52.41731262207031,67.50054931640625
2022-02-16,168.90618896484375,158.10049438476562,42.82707977294922,113.32363891601562,152.7527618408203,136.6089324951172,322.2138977050781,314.31915283203125,139.0455322265625,53.67793273925781,208.76695251464844,373.35284423828125,214.8539276123047,289.1028137207031,39.80799865722656,26.458309173583984,145.39996337890625,221.47120666503906,52.20181655883789,67.8121337890625
2022-02-17,165.31373596191406,154.65249633789062,41.380943298339844,112.74142456054688,149.43096923828125,131.45254516601562,312.3788146972656,312.38885498046875,135.8429718017578,54.75324249267578,205.8057403564453,364.3537292480469,206.0926971435547,280.6372985839844,38.66699981689453,24.458297729492188,145.7933807373047,217.3964385986328,50.41507339477539,67.70826721191406
2022-02-18,163.76707458496094,152.60150146484375,41.282142639160156,112.58109283447266,147.87757873535156,129.3340606689453,309.6761474609375,311.4281921386719,136.4799041748047,55.12343978881836,204.79417419433594,360.6974182128906,204.55479431152344,277.93450927734375,39.12900161743164,23.595014572143555,146.6327362060547,215.53805541992188,49.94818115234375,66.95528411865234
2022-02-22,160.84999084472656,150.19749450683594,40.922847747802734,111.72040557861328,144.68280029296875,128.7493896484375,308.0921936035156,283.864990234375,136.23770141601562,54.89426803588867,197.34507751464844,359.0789794921875,200.50653076171875,277.7318420410156,37.737998962402344,23.343515396118164,147.19229125976562,214.2120819091797,49.63392639160156,66.17633056640625
2022-02-23,156.68972778320312,144.82699584960938,40.22224426269531,114.37841796875,142.51388549804688,126.54212951660156,305.3357849121094,276.9337463378906,133.385009765625,54.28609848022461,197.80491638183594,352.195556640625,196.90480041503906,270.5403747558594,36.74599838256836,22.34250831604004,145.74093627929688,209.0145263671875,48.43976974487305,66.44462585449219
2022-02-24,159.30337524414062,151.35800170898438,39.1623420715332,113.7877426147461,145.96266174316406,131.60328674316406,304.44085693359375,281.23431396484375,129.6711883544922,53.33416748046875,196.25994873046875,360.1417236328125,205.98355102539062,284.3633117675781,39.00299835205078,23.700803756713867,143.2053985595703,210.32119750976562,47.326416015625,65.60509490966797
2022-02-25,161.36878967285156,153.7884979248047,40.43781661987305,118.45399475097656,146.0896759033203,133.35733032226562,313.3274230957031,284.2958984375,132.7391357421875,55.396671295166016,201.56622314453125,359.8589782714844,208.84112548828125,286.9888916015625,39.08000183105469,24.108993530273438,147.2185516357422,212.22793579101562,48.58342361450195,67.3707275390625
2022-02-28,161.6331024169922,153.56300354003906,39.70127487182617,121.50858306884766,145.0443115234375,133.94992065429688,305.42529296875,283.5596923828125,127.20423889160156,54.85901641845703,203.29510498046875,351.7958068847656,209.38685607910156,288.4175109863281,39.45199966430664,24.336536407470703,143.16168212890625,209.1790771484375,47.91899490356445,67.87271118164062
2022-03-01,159.7536163330078,151.14199829101562,38.14735412597656,126.3351821899414,142.34779357910156,132.96255493164062,295.4421691894531,287.5281066894531,122.40489196777344,54.62104034423828,203.6997833251953,335.86444091796875,201.90554809570312,284.7107849121094,38.624000549316406,23.430339813232422,141.8764190673828,202.25872802734375,45.15357971191406,68.52183532714844
